name,ile_pat
DABROWSKI ROMAN SLAWOMIR,3
3D STUDIUM FORM PRZEMYSLOWYCH I REKLAMOWYCH JAROSLAW WARDAS,3
NABIELEC JERZY,3
NEW MEDIA TUBE SP Z O O,3
KICIAK ADAM,3
POWOGAZ S A,3
KANRES TECH SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,3
LANGSTEINER ALICJA,3
KORCZOWA DOLINA SP Z O O,3
RZONSOWSKA MONIKA,3
WOJCINSKI ALLAN STEFAN,3
ROGALKA MARCIN,3
LODZKIE ZAKLADY APARATURY ELEK,3
DROZDEK MAREK,3
IZZYBIKE MAREK JUREK,3
ZIENTARA-RYTTER KATARZYNA,3
TADEUSZ PRACZYK,3
WISENE SP Z O O,3
BIOCHEFA,3
PIROZYNSKI MICHAL,3
KALINSKI RYSZARD,3
ZAWADA HENRYK,3
FENKER THOMSZ,3
Politechnika Gdańska,3
SEMRAU PIOTR,3
AKAD WARSZAWIE MED,3
REPELEWICZ JOZEF,3
JABLONSKI PIOTR,3
CENTRUM BADAN I ROZWOJU TECH DLA PRZEMYSLU S A,3
Koziel Tadeusz,3
SZYMANSKI ZYGMUNT,3
GBURZYNSKI HUBERT,3
OLEJNICZAK MAREK,3
JANOWSKI MICHAL MARCIN,3
SULIKOWSKI DANIEL,3
SLGK ZAKL BADAWCZO WDROZENIOWY PROCESOW CHEMICZNYCH SPOLKA Z OGRANICZONA ODPOWEIEDZIALNOSCIA,3
BURYLO SZCZEPAN,3
KUDER STEFAN,3
LASOCHA WIESLAW,3
AMMONO LTD,3
TRZASKOMA MALGORZATA,3
SZEWCZYK ROMAN,3
ROZKIEWICZ DOROTA,3
PUNDA PAWEL,3
LUKASIK TOMASZ,3
APEIRON SYNTHESIS SPÓLKA AKCYJNA,3
WOJTASZEK DOMINIK,3
UNIV MARIE CURIE SKLODOWSKA,3
WIATRAK WIESLAW,3
URBAN PAWEL,3
PLINSKA STANISLAWA,3
BILLENNIUM SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,3
POLIFARB CIESZYN WROCLAW SA,3
KUBISZ JERZY,3
LUKASIAK MAGDALENA,3
BARWICZ WIESLAW,3
SOKOLOWSKI KAMIL,3
KASZYCKI NORBERT,3
WIECZOREK GRZEGORZ,3
SKALMIERSKI JACEK,3
SZYMANSKA-MICHALAK AGNIESZKA,3
DYNAXO SP Z O O,3
BERNAL ANDRZEJ,3
PRODOLUX SP Z O O,3
UNIV DE TECH DE VARSOVIE,3
ZELMER RZESZOWSKIE ZAKLADY ELE,3
ROSIAK DARIUSZ,3
BAUTEC SP ZO O,3
SUMARA ANDRZEJ,3
BODUCH JERZY,3
BIRUS-MARSZALEK GERTRUDA,3
PRODUKCJI MONTAZU OBIEK K,3
KUBALSKI ANDRZEJ,3
ARANOWSKI ROBERT,3
BRYLINSKI DARIUSZ,3
SLEDZIONA LUKASZ,3
D T GAS SYSTEM SPOLKA JAWNA D,3
BOLESLAWSKI ANDRZEJ,3
PLUM SPÓLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,3
KAMINSKA ANNA,3
MEJZA JOANNA,3
PHOENIX SYSTEMS SP Z O O,3
GIBAS ARTUR,3
PERNER BARBARA,3
CIESLLNSKI WITOLD STANISLAW,3
AFLOFARM FARMACJA POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,3
DZIADEK JAROSLAW,3
LUKASZEWICZ MACIEJ,3
STRUPINSKI SLAWOMIR,3
AIR COM GMBH ODDZIAL W POLSCE,3
DUBOWSKI ADAM,3
PIOTR NOGAL TWOJE OCZY,3
ROWINSKI LECH ADAM,3
KOELNER RAWLPLUG IP SPÓLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,3
EMIL POL SPOLKA Z O O,3
CHYLA ANNA,3
ADAMUS GRAZYNA,3
LISOWSKI ANDRZEJ,3
SKIBICKI DARIUSZ,3
OPUS SPOLKA Z O O,3
SPADLO MARIAN,3
VALEANT SP Z O O SP J,3
BRZESKI ARKADIUSZ,3
STALEWSKI KRZYSTOF,3
BUJKO ANNA,3
SKIBA KRZYSTOF,3
SZYDELKO MARCIN,3
MEILLAN JEAN-PIERRE,3
CHEMADEX,3
TS OSRODEK BADAWCZO PROJE,3
SKOWRONEK KRZYSZTOF JERZY,3
JANICKI JAKUB,3
INST SADOWNICTWA I KWIACIARSTWA,3
WEISS KRZYSZTOF,3
KURCAB SZYMON W,3
KRAJOWY SYSTEM NIERUCHOMOŚCI SP Z O O,3
BUDYNEK PAULINA,3
FAIVRE ROMAIN,3
LIBERSKA ALEKSANDRA,3
ZAKRZEWSKI ADRIAN D,3
KOZLOWSKI ARTUR,3
BOMBARDIER TRANSP (ZWUS) POLSKA SP Z O O,3
CARGILL SPOLKA Z O O,3
GAJDA MARIUSZ,3
GEOMOBILE SP Z O O,3
BARTYS ARKADIUSZ,3
MATYSIAK MARIOLA,3
KULAK ANDRZEJ,3
DURAJ ANTONI,3
LUDWIK HIRSZFELD INST OF IMMUNOLOGY AND EX THERAPY,3
URBANSKA MARTA,3
SIEKACZ MARCIN,3
KANRES TECH,3
FIETT JANUSZ,3
MICEK STANISLAW,3
KNAPP JR DAVID W,3
DECORA SPÓŁKA AKCYJNA,3
SZCZEPANKOWSKA AGNIESZKA,3
JABLONSKA EWA,3
BOBROWSKI SEBASTIAN,3
POLMOS ZYRARDOW SP ZO O,3
TONESI DARIO SERAFINO,3
OSINSKI KRZYSZTOF,3
KORBUT RYSZARD,3
INST TECHNIK I TECHNOLOGII SPE,3
WAWAK JAN,3
POMONA COMPANY LTD SP Z O O,3
OGRODOWCZYK JANUSZ,3
POLCZYNSKI JULIUS,3
LUBUSKIE ZAKLADY TERMOTECH,3
IWANSKI LECH,3
KLOSSOWSKI SZYMON,3
LEWINSKI JANUSZ ZBIGNIEW,3
CZAJA HENRYKA,3
AMAZON FILTERS SPÓLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,3
SZCZESNIAK EUGENIUSZ,3
Ćwikilewicz Marek,3
PIETKIEWICZ JADWIGA,3
AM2M SP Z O O SP KOM,3
ROMANOWSKA JOANNA,3
DWORAKOWSKI WALDEMAR,3
CHAVEZ VALDOVINOS JUAN PAULO,3
NATORA KRZYSZTOF ANDRZEJ,3
SUWINSKA KINGA,3
KOPROWSKI PIOTR,3
CZARNECKI TOMASZ,3
MAZERSKI JAN,3
GAWRONSKA IWONA,3
LOLIK MARCIN,3
PRZED POLONIJNO ZAGRANICZNE TH,3
TOPGAN SP Z O O,3
WOJCIK EWELINA,3
GRYGLEWSKY RICHARD,3
ANIMALS WAY SPOLKA AKCYJNA,3
WASILEWSKI LESZEK,3
AIRWAY MEDIX SPÓLKA Z O O,3
RUSZKOWSKI PIOTR,3
GTX HANEX PLASTIC SP Z O O,3
MORAWSKI ROMAN,3
INST BIOTECHNOLOGII ANTYBIOTYK,3
ROZYCKI KRZYSZTOF,3
ZIELENKIEWICZ PIOTR,3
SZOSTEK TOMASZ,3
ASTON INVEST SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,3
PADUSZYNSKI PIOTR,3
REZESKI WOJCIECH,3
CIAT SP Z O O,3
OSINIAK MARCIN,3
INST BIOCYBERNETYKI I INZYNIERII BIOMEDYCZNEJ IM MACIEJA NALECZA PAN,3
BONEFFICE SP Z O O,3
KUBICKI ANTONI,3
ONCOARENDI THERAPEUTICS SP ZOO,3
CHOCHOWSKI MARCIN,3
RYMOWICZ WALDEMAR,3
OLINKIEWICZ JACEK,3
TS I I RAZVITIJU DOROZHNO STRO,3
KUBINSKI PAWEL,3
INST TEKHN INNOVATSYJNYKH EMAG,3
SOSIN MACIEJ,3
TAKT SP Z O O,3
DOLNOSLASKIE ZAKLADY CHEMICZNE,3
FABRYKI MEBLI FORTE SA,3
SZMAJ JACEK,3
INST CHEMIII BIOORG PAN,3
TS OSRODEK PROJEKTOWOKONSTRUKC,3
MUC KAROL,3
KRYZA JERZY,3
KOWALEWSKA ANNA,3
SAMULEWICZ ALEKSANDRA,3
BRZEZICKI ANDRZEJ,3
TEL NOJ TEKHN,3
KRAMEK TOMASZ JAN,3
SKARBEK JAROSLAW S,3
KIELKOWSKI GRZEGORZ,3
KOWALSKI ADAM,3
FRACKOWIAK-WOJTASEK BOZENA,3
ALEKSANDRZAK-PIEKARCZYK TAMARA,3
DENIS JULIEN,3
WISNIEWSKI PRZEMYSLAW,3
INST IMMUNOLOGII I TERAPII DOŚWIADCZALNEJ POLSKIEJ AKADEMII,3
TOMANEK TOMASZ,3
UNIV PRZYRODNICZO HUMANISTYCZNY W SIEDLCACH,3
MALECKI BOGDAN,3
EKO HYBRES SP Z O O,3
BOCHENEK JANINA,3
KRZYZAK ARTUR,3
BIELECKI STANISLAW,3
SIGMA S A,3
KRUKOWSKI ANDRZEJ,3
EATON TRUCK COMPONENTS SP Z O,3
DABROWA ANDRZEJ,3
WIECKOWSKI HENRYK,3
POLSKA WYTWORNIA PAPIEROW WART,3
BUKOWSKI BOGDAN,3
INST NISKICH TEMPERATUR I BADAN STRUKTURALNYCH PAN IM,3
BORTEL EDGAR,3
SPAW TEST SP Z O O,3
WOINSKI GRZEGORZ,3
LADA EWA,3
PIOTROWSKI LUKASZ,3
ADBA S A,3
LAGODZINSKI MAREK,3
WOJCIK ANTONI,3
ADAMIEC JANUSZ,3
KUC RADOSLAW,3
PLUTA STANISLAW,3
KRYGER PRZEMYSLAW,3
PODWYSOCKI SPOLKA JAWNA,3
SKRYPLONEK LUKASZ,3
ORZEL BIALY S A,3
INST MASZYN MATEMATYCZNYCH,3
MROCZKOWSKI ANDRZEJ,3
GRUPA AZOTY ZAKLADY AZOTOWE PULAWY SPÓLKA AKCYJNA,3
PUTYRSKI SLAWOMIR,3
KURZYNSKA-KOKORNIAK ANNA,3
KANTOCH LUKASZ,3
LELENIAK MAREK,3
KACZMARCZYK MICHAL,3
BORKOWSKI MACIEJ,3
CENTRUM BADAN MOLEKULARNYCH I MAKROMOLEKULARNYCH POLSKIEJ AKADEMII NAUK,3
W & B MOLD SP Z O O,3
MAKSYMCZUK TOMASZ TOMEK,3
INST TECHNOLOGII BEZPIECZEÑSTWA MORATEX,3
SZCZEPANIAK ROBERT,3
DZIERZBA KATARZYNA,3
INTERNEJSHENEL TOBAKKO MASHINE,3
ZAWADZKI PRZEMYSLAW,3
CHMIELEWSKI MARCIN KRZYSZTOF,3
WOJTASIEWICZ ANNA,3
KUSTOSZ ROMAN,3
APEIRON CATALYSTS SP ZO O,3
PIWOWARSKA ZOFIA,3
SAMEK ANDRZEJ,3
POLCYN PIOTR,3
OSOWSKI LUKASZ M,3
FRYCZKOWSKI RYSZARD,3
ZIEMBICKI LUKASZ,3
ENERGOMAR NORD SP Z O O,3
TYC MICHAL,3
INV MIND SP ZO O,3
JANOSZEK ZBIGNIEW,3
HAN STANISTAW,3
LINIA ZDROWIE NIEDZIELSKI CZER,3
BUDZYN STANISLAW,3
KUBLICKA KATARZYNA,3
POLISH ACADEMY OF SCIENCES CEN,3
SABINIARZ ALEKSANDRA,3
ZUZA PICTURES SP Z O O,3
TABASZEWSKA MARIA,3
CHMIELEWSKI MARCIN K,3
AJDUK ANNA,3
BIERZYNSKI JAKUB,3
GTX HANEX PLASTIC SP ZO O,3
FOLTYNOWICZ ZENON,3
POLITECHNIKA RZESZOWSKA IM IGNACEGO ŁUKASIEWICZA,3
JAKUBOWSKA MALGORZATA,3
LARS CO K LAGUTKO A ROMAN J BELINO STUDZINSKI,3
RZEPNIEWSKI KAROL,3
PIETRASZ ANDRZEJ,3
ZAWADZKA MONIKA,3
INST OGRODNICTWA,3
PROTECH SP Z O O,3
ACTION FOR DEV OF RESARCH SP Z O O,3
HABER JERZY,3
LEONHARD SZYMON JÓZEF,3
JANKOWSKI KRZYSZTOF,3
INST ŁĄCZNOŚCI,3
KRIOSYSTEM SP Z O O,3
POLANOWSKI ANTONI,3
PIOTR BOROWICZ,3
ZAKLAD KARBOCHEMII POLSKA AKAD,3
SYGIT MACIEJ,3
KOSTEK CZYZEWSKA BOZENA,3
KIEC-KONONOWICZ KATARZYNA,3
FILIP KATARZYNA,3
STECHMAN MARTA,3
GOZDZIKIEWICZ MARCIN,3
LILLEY MATYLDA,3
ZAREBSKA NATA TERESA,3
WINIARZ GRZEGORZ,3
ION CONCEPT SP Z O O,3
WLASZCZUK TOMASZ,3
KASPRZYCKI PRZEMYSLAW,3
GNIOTPOL SP Z O O ZAKLAD KURZNIE,3
PCC SYNTEZA S A,3
INST OF NATURAL FIBRES,3
ADAMCZYK MAREK,3
GIEDROJC ARKADIUSZ,3
KOWALEWSKI SP Z O O,3
DZIADUSZEK JERZY,3
GALLEWICZ WIESTAW,3
ZORTRAX SPOLKA AKCYJNA,3
UNIV LÓDZKI,3
WIELGUS MARCIN,3
FRYCZKOWSKA BEATA,3
MATUSIEWICZ KATARZYNA,3
GRAJKOWSKI WOJCIECH,3
WOJEWODZKIE PRZED WOD,3
MASZYN GLINIK S A FAB,3
SADOWSKI MAREK,3
INST INZYNIERII MATERIALOW POL,3
TRZECIAK ZDZISLAW,3
PRZED OBROTU SUROWCAMI WTÓRNYMI HERMEX,3
BURZYNSKI KAMIL,3
COMARCH SPOLKA AKCYJNA,3
SZCZEPANSKI TOMASZ,3
FACHURO REMONTOWO BUDOWLANA GWIZDALSKI PAWEL F,3
STANISZEWSKA MAGDALENA,3
MONTIEL CASTELLANOS MARCOS,3
BABALSKA DOMINIKA,3
MLYNARSKI ZBIGNIEW,3
KUKULSKI JAN,3
KRYSTYNOWICZ ALINA,3
PLATONOW ANATOLIJ,3
KRASZEWSKI ADAM,3
ZAREBSKI IGOR,3
PZ HTL SPOLKA AKCJNA,3
SULEJ AGATA AGNIESZKA,3
STRZELCZAK PRZEMYSLAW,3
KALEDKOWSKA MALGORZATA,3
OBRZUT ARTUR,3
GADZINSKI ANDRZEJ,3
PROMARK SP Z O O,3
NICOLAUS COPERNICUS UNIV IN TORUN,3
SOLOPA WALDEMAR,3
CZARDYBON WOJCIECH,3
POLISH ACADEMY OF SCIENCES INS,3
SELKO IND SP Z O O,3
Gaj-Jabłoński Wojciech,3
INST BADAN MOLEKULARNYCH I MAK,3
ONCOARENDI THERAPEUTICS SA,3
IVANOV VITALII,3
SZARY MARCIN,3
BUJNICKI JANUSZ MAREK,3
MISIOLEK MACIEJ K,3
JARNUSZKIEWICZ STANISLAW,3
CHOJNACKI JERZY WOJCIECH,3
WARDAS JAROSLAW,3
OS BAD ROZWOJOWY PRZEM,3
KNAPCZYK MICHAL MAREK,3
RAMSZA ANDRZEJ,3
PPH S I A PIETRUCHA ANDRZEJ PIETRUCHA,3
LALIK ERWIN,3
ZAKLADY CHEMICZNE VISCOPLAST S,3
KOZICKI MATEUSZ,3
CZAJA JULIUSZ,3
KRATKI PL MAREK BAL,3
KRYLOWICZ ADAM,3
WIELGOSZ MARCIN,3
DEPKA BOGNA MARIA,3
SWI& X ;TOSLAWSKI TOMASZ,3
SWIERZYNSKI SLAWOMIR,3
WB ELECTRONICS SPOLKA Z O O,3
BAK ROBERT,3
NOWOSAD KAMIL,3
SNIECIKOWSKI ANDRZEJ,3
KUZNIAR WACLAW,3
NAZARKIEWICZ ZAJAC DOROTA,3
SZOSTAK BOGUSLAW KRZYSZTOF,3
SMUGALA DARIUSZ,3
CHOJNOWSKI JULIAN,3
JANCZEWSKI SLAWOMIR ADAM,3
GAWRONSKA-SZKLARZ BARBARA,3
ADAMCZYK ELZBIETA,3
MOLERUS MACIEJ,3
LINTER SPOLKA Z O O,3
KOSTKA ANTONI,3
NAGORSKI ARKADIUSZ BARTLOMIEJ,3
OS BAD ROZWOJOWY APARA,3
OLSZEWSKI SEBASTIAN,3
LIPKOWSKA ZOFIA,3
CT CHEMII POLIMER W POLSKIEJ A,3
GROCHALA WOJCIECH,3
OLEJNIK JERZY,3
WITCZAK PAWEL,3
BLAZEWICZ KUBA,3
MALOLEPSZA-JARMOLOWSKA KATARZYNA,3
LOOKART EKSPORT IMP LUKASZ KARWALA F,3
ZUBEREK JOANNA,3
OORT EUROP S A,3
OLSZANECKI RAFAL,3
MASZYN GORNICZYCH FAMUR SPOLKA,3
GRABOWSKA ANNA,3
AKADEMIA MORSKA,3
MOVIEBIRD INTERNAT SP Z O O,3
WISNIEWSKA-WRONA MARIA,3
BARCZYNSKI MARCIN,3
PAWLIKOWSKI MACIEJ,3
KOKOCINSKI WOJCIECH,3
GRABIEC PIOTR,3
INST OF PARASITOLOGY POLISH AC,3
BOCHENEK TOMASZ,3
DECORA SP Z O O,3
WARDECKI WOJCIECH,3
SETKOWSKI MACIEJ,3
SIRKO AGIESZKA,3
SKIERBISZEWSKI CZESLAW,3
SKUPINSKA MIROSLAWA,3
GOLABEK EDMUND,3
KUCHARSKA MAGDELENA,3
KRUK DANUTA,3
ANDERSEN KARSTEN,3
SZOKALSKA ANGELIKA,3
PLASTAL SP Z O O,3
PODSTOLSKI ANDRZEJ,3
BUCHARZEWSKI MAREK,3
MODZELEWSKI RYSZARD,3
LASEK JAROSLAW,3
WROCLAW MEDICAL UNIVERSITY,3
NAJBAR MIECZYSLAWA,3
MW LUBLIN SP Z O O,3
MARSZALIK KAZIMIERZ,3
NOURAUD DAVID,3
IWANICKI VICTOR,3
PLATA KAZIMIERZ,3
OSLIZLO ANNA,3
KRIOMEDPOL SPOLKA Z O O,3
CHRZANOWSKI KAZIMIERZ,3
PSZONKA TOMASZ,3
RYBICKI KAROL,3
DUDA PAWEL PIOTR,3
WASYLECZKO ZENON,3
Heczko Piotr,3
KMITA GRZEGORZ,3
INST BIOTECHNOLOGII PRZEMYSLU,3
AIRCOM AUTOMOTIVE SP Z O O SP K,3
SWIECH MARTA,3
INST OBROBKI PLASTYCZNEJ POZNA,3
SANPLAST S A,3
ZJEDNOCZONE ZESPOLY GOSPODARCZ,3
BEZEG PRZEMYSLAW BARTLOMIEJ,3
HUTNICZAK ANDRZEJ,3
ALLSETPRO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,3
SZPAKOWSKI JACEK,3
GEO-POLAND SP Z O O,3
BALTON SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,3
ADAMOWSKA MALGORZATA,3
WIERNIK DANIELA,3
PROCYK DARIUSZ,3
CZARNOCKI ZBIGNIEW,3
GAME TECHNOLOGIES SPOLKA AKCYJNA,3
CHYLA DARIUSZ,3
SEMAN ALEKSANDER KAROL,3
CENTRUM BADAN KOSMICZNYCH POLSKIEJ AKADEMII NAUK,3
WRZESINSKI JAKUB,3
WOJTASIK LECH,3
GEOPARTNER SP ZO O,3
PROFLM SP Z O O,3
BUGALSKI TADEUSZ,3
WOJEWODZKA SPOLDZIELNIA MIESZK,3
LEGRAND FAEL LTD,3
STEFANSKA BARBARA,3
TEKNOMET SP Z O O,3
PIORO ZBIGNIEW,3
WYSOCKI JERZY,3
INST CHEMII I TECHNIKI JADROWEJ,3
MICHALEC ADAM,3
LAGODZINSKA BOGUSLAWA,3
MIKOSIK MARCIN,3
ZAKLADY ELEKTROTECH MOTOR,3
SIECZKOWSKI MARCIN,3
CZYZEWSKI ADAM,3
ESUITE PL SP Z O O,3
FUNDACJA UNIV U MEDYCZNEGO,3
TS LAB OPTYKI,3
SANGO TECH SP Z O O,3
GULEWICZ MICHAL,3
ZAKLADY K MECHANIZACYJNE PRZEM,3
PLAWSKI WIKTOR,3
KACZMAREK LESZEK,3
TORUNSKIE ZAKLADY MATERIALOW O,3
LANOWY WACLAW,3
BUJALSKA-ZADROZNY MAGDALENA,3
GAWLOWSKA ANNA,3
BURY HENRYK,3
WAS JANUSZ,3
GLUC KINGA KLAUDIA,3
PESZKE JERZY,3
ARSENIUK KRZYSZTOF,3
BIGDA JACEK,3
FRACKOWIAK ELZBIETA,3
STOINSKA JOANNA,3
NOSKOWIAK ANDRZEJ,3
MEDREK KRZYSTOF,3
EHLEKTROVNJA LAZISKA S A,3
KUNZ MARCIN,3
KRZYZANOWSKI SYLWESTER,3
HEALTHUP SP Z O O,3
SZCZEPANSKI THOMASZ,3
SPLAST SP Z O O,3
TS B TECHNICZNE PRZEM,3
GRZELAK JANUSZ,3
TRZCINSKA KINGA,3
KOPALNIA WEGLA KAMIENNEGO BOLE,3
KOWALCZUK MAREK,3
KRUPA KRZYSZTOF,3
SZOSTAK JAN,3
ORBITVU SP Z O O,3
LEWANDOWSKI PAWEL,3
GRZELA RENATA,3
URBANSKI ZBIGNIEW,3
SWIRSKI JAN,3
KURJATA JAN,3
MARKOWSKI JACEK,3
CLARITER POLAND SP Z O O,3
INST PRZEMYSLU WIAZACYCH,3
SOKOLOWSKI ADAM,3
SOBKOWSKI MICHAL,3
PIETRYKA JEDRZEJ,3
HUTA IM,3
GLUC STANISLAW JOZEF,3
ODOLCZYK NORBERT,3
KRAUSE TOMASZ,3
FIGIEL MAREK,3
ZDZISINSKA BARBARA,3
RAKOWSKI WOJCIECH,3
LASER MET SP Z O O,3
DEREZINSKI PAWEL,3
HUTA BUCZEK S A,3
GROCHLA KRZYSZTOF RONALD,3
PHARMENA SPÓLKA AKCYJNA PHARMENA S A,3
KOPEX MACHINERY SPÓŁKA AKCYJNA,3
WIELTON S A,3
WRONA JAROSLAW,3
CHURSKI KRZYSZTOF,3
PRZEMYSLOWY INSTYTUT MASZ ROLNICZYCH,3
MARASZEWSKI JAN,3
DUDEK ADRIAN,3
GAWEL ZAKL PRODUKCJI SRUB S A,3
CABAJ MACIEJ,3
SYMCZYK BOGDAN,3
DEREN BOGUSLAW,3
KAMON MICHAL,3
GORYSZEWSKI JAKUB,3
WASKO ADAM,3
MOZDZIERSKI ZBIGNIEW,3
KABALA RYSZARD,3
KUCZEK KATARZYNA,3
LEONHARD MICHAL JÓZEF,3
ZOLNOWSKA BEATA,3
OLSZANSKI MAREK,3
LARS CO K LAGUTKO A ROMAN J BELINO STUDZINSKI SPOLKA JAWNA,3
STACHON CEZARY,3
WOLAK MALGORZATA ANNA,3
MOKATE SPOLKA Z O O,3
JASINSKI JAKUB,3
SLOMKOWSKI STANISLAW,3
STELIGA MARCIN,3
MALOTA SLAWOMIR P,3
SZUBERSKI OKTAWIAN,3
NOKIA SOLUTIONS AND NETWORKS SP Z O O,3
ARKADIUSZ MUSZYNSKI,3
LICHNEROWICZ ANDRZEJ,3
STALMOT & WOLMET SPÓŁKA Z O O,3
SOFINSKI MAREK,3
ZAKLADY URZADZEN TECHNICZNYCH,3
GORNY PIOTR,3
USIDUS JANUSZ,3
PRZEMYSLU NARZEDZIOWEGO K,3
KARPINSKI MICHAL J,3
PASTWA JAN CZESLAW,3
WIELTON SPOLKA AKCYJNA,3
GOTSZALK TEODOR,3
BAUMA S A,3
PRZEWODOWSKI WLODZIMIERZ,3
KRAWCZENKO AGNIESZKA,3
MOBI SP Z O O,3
FALKOWSKI CEZARIUSZ,3
UNIV SLASKI W KATOWICACH,3
ANDRZEJEWSKI JACEK,3
WINDAK RENATA,3
ZYLIA SP Z O O,3
RUMIJOWSKA-GALEWICZ ANNA,3
ROMANSKI BARTLOMIEJ,3
GATV POLSKA SP Z O O,3
POLUDNIOWY OKREG ENERGETYCZNY,3
ZAKLADY TELEWIZYJNE UNITRA POL,3
BARTKOWIAK ROMAN,3
NOWY STYL SPOLKA Z O O,3
INST OF FUNDAMENTAL TECHNOLOGICAL RES POLISH ACADEMY OF SCIENCES,3
MAZUR TADEUSZ,3
WYCISLIK JAN PRZED PROD HANDLOWE INNOW,3
LECH SLAWOMIR,3
DIDYK PIOTR,3
GLUCH KRZYSZTOF JAN,3
JERZY WOJCIK PAWEL,3
INST BIOTECHNOLOGII SUROWIC I,3
GALESKI ANDRZEJ,3
GLOWNE B ST P,3
KURCOK PIOTR,3
GORECKI JAN,3
OLKUSNIK RYSZARD,3
RUSIN KATARZYNA,3
NARODOWY INST ZDROWIA PUBLICZNEGO PANSTWOWY ZAKLAD HIGIENY,3
KUROPATWINSKI MARCIN,3
STUPINSKA HALINA,3
WOJNARSKI ANDRZEJ,3
MASLANKA ROBERT,3
TYMKIEWICZ BOGDAR,3
MARKETING I KONSALTING PER ANDERS BRATTEMO,3
NADACHOWSKI ANDRZEJ,3
KANDEFER SZERSZEN MARTYNA,3
SIWICKA ALEKSANDRA,3
GOROWSKI WIKTOR E,3
CEREMUGA MICHAL,3
KAMUSINSKI WLADYSLAW,3
CHOLUJ MARIUSZ,3
WOJCIECHOWSKI JAKOB,3
HERMAN-IZYCKA URSZULA,3
IWASZKO ROMAN,3
INST OF ELECTRON TECHNOLOGY,3
SOSIN ZBIGNIEW,3
LEWUCHA CEZARY,3
AMICA WRONKI S A,3
MALCZYNSKI BOGUSLAW,3
PINDERA STEFAN,3
MOSZUMANSKI RYSZARD,3
WOJCIESKI JERZY,3
PRZED PRODUKCJI FARMACEUTYCZNEJ HASCO LEK S A,3
BEUZEN NICOLAS,3
PODKOWINSKI JAN,3
SZOT KRZYSZTOF,3
POMORSK Z URZADZEN,3
PRZED PROD WDROZENIOWE,3
NOWAK STANISAW,3
ZAREBSKI ADRIAN,3
LOWER MICHAL,3
POLUS JOANNA M,3
RUCZYNSKI LECH,3
BIOVENTURES INST SP Z O O,3
GRALEWSKI-SEK GRZEGORZ KONRAD,3
STREK WIESLAW,3
BARCISZEWSKA MIROSLAWA,3
B P PROACEM ADAM CZOPEK,3
BRZOZOWSKI JERZY,3
FEKNER TOMASZ,3
LEWANDOWSKI ROMAN,3
CEGIELSKI SERVICE SP Z O O H,3
KLYS PIOTR,3
SAULE SP Z O O,3
PAGO SP Z O O,3
DAHAN ANDRE,3
ZYWICA LUKASZ,3
INST OF POLYMERS AND CARBON MATERIALS,3
ADAMSKA MARZENA,3
NEOSTRAIN SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,3
Zurawicz Edward,3
MOLENDA MARCIN,3
SMOLKA PIOTR,3
EXDIN SOLUTIONS SP Z O O,3
MALACHOWICZ GRZEGORZ,3
GLADYSZ OLYMPIA,3
KASZCZUK MICHAL T,3
LAWECKA MARTA,3
OLEJNICZAK AGNIESZKA,3
WARCHULSKI ADAM,3
MROZ JERZY,3
WROCLAWSKI PARK T S A,3
DZIEMBAJ ROMAN,3
NAJMAN WOJCIECH,3
TRACK TEC S A,3
POLITECHNIKA RADOMSKA IM KAZIM,3
ZAPOTOCZNY SZCZEPAN,3
INPOST SP Z O O,3
RYMARZ GRAZYNA,3
PIEKARSKI PIOTR,3
DUDA PAWEL P,3
MAZUREK ADAM,3
ZUROWSKI MIROSLAW J,3
DZIUBAN JAN,3
ROGACZEWSKI ROBERT GRZEGORZ,3
KILAR EWA,3
KRZECZYNSKI PIOTR,3
ADAMED SP ZO O,3
UX2 CT T SP Z O O,3
PIETRASZUK CEZARY,3
TOMASIK PIOTR,3
BECKER WARKOP SP Z O O,3
ZAJDEL PAWEL,3
CHWASTOWSKA JOANNA K,3
GUZENDA PIOTR,3
THE WHITE SC SP Z O O,3
ZAKLAD PRODUKCJI OBUWIA LEMIGO,3
BONTEMPS-GRACZ MARIA,3
PROFILE VOX SP Z O O SP K,3
URBANSKA KRYSTYNA,3
WIDLAK-KARGUL JUSTYNA,3
MIKALOWSKI PAWEL,3
JUSZKO RAFAL,3
POPCZYNSKI PRZEMYSLAW,3
TECHNICAL UNIVERSITY OF SZCZEC,3
ANDRZEJ GOLCZ,3
DIAGNOSIS S A,3
TARNOGRODZKI ANTONI,3
SKOWRON PIOTR,3
LEGOWSKI MARIUSZ,3
PIMCO SP Z O O,3
PRZED INZYNIERII SRODOWISKA,3
ZAKLADY CHEMICZNE ZACHEM SPOLKA AKCYJNA,3
PRZED WIELOBRANZOWE VIKKING KTS SP Z O O,3
